	text	prediction
1409	You smell like bullshit, so why don't you take a shower of truth \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 that kills me..!	1
1410	Chicago here I come.	0
1411	I got my eyes on you, you're everything that I see	0
1412	Preston actually gave me a chuckle right there. Haha	0
1413	@USER @USER Apparently they didn't learn from gun control.	0
1414	I gotta be in fredricktown tomorrow by 9\ud83d\ude12 I'm gonna be tired	0
1415	I'm on the fence about gaining the weight for my own TLC special or just going to the gym. #questionsfor14	0
1416	Please explain to me why you are such an ass, like really.	1
1417	Megan Fox is so damn hot	0
1418	a better version of the cma's would be having carrie underwood stand there and let everyone just stare at her for 4 hours	0
1419	Fuck off to all	1
1420	@USER i know lmao thats where im stuck too	0
1421	Some say love .. It is a river.	0
1422	Fuck a core paper.	1
1423	Stressed. \ud83d\udd2b	0
1424	@USER Hes sure as hell not one of is either... traitor liberals- all of them-	1
1425	@USER la	0
1426	@USER general admission tickets to your 10/1 show Ahhhhhhh! I will possibly die of fucking excitement before then	1
1427	Don't care. Not wearing my retainer to work. Can't even speak properly with it in. \ud83d\ude11	0
1428	@USER karma	0
1429	@USER As much as I dislike Antifa. I hope none of them are stupid enough to fall for this bait and end up getting themselves or someone else injured or killed	1
1430	Que se le dice a un sabelotodo racista que no es ni siquiera blanco y es adem\u00e1s remarico? Y digo marico porque ser gay no es malo, marico s\u00ed	0
1431	@USER sorry lol	0
1432	@USER @USER @USER You don’t know squat about Obama. Second you say we are not safe because of Obama? Wrong! You think were safe to an individual who fights gun control? How many shootings have there been since Trump got into office? Explain that!	0
1433	#IAmThankfulFor My grandparents they have done everything for me.	0
1434	#tbt When Facebook was this shiz	1
1435	@USER thanks for telling me we were going ging for the summer ;)	0
1436	Who wants to go to Jason Alden?	0
1437	Are you serious right now?	0
1438	.@USER was first Trustee to join @USER @USER to lead the charge since 2015 to divest from fossil fuels.  She is a true accomplished progressive who actually gets results.   Vote Letitia James for NY AG tomorrow  Democratic primary  Sept 13th  URL	0
1439	#ifihadglass I would capture more moments (both recorded and live via Hangouts) with my kids to share with family around the country #pickme	0
1440	@USER What she is proven??? Lies???	1
1441	@USER FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@	1
1442	I'm still laughing \ud83d\ude02	0
1443	The flyod Mayweather shit across the street from my house at Houseman Field is annoying already	1
1444	@USER what does	0
1445	Idk, but I just wanna be a firefighter so bad \ud83d\ude23	0
1446	Got a little drive ahead of me today lol #frostburg #bound	0
1447	I wish everything in SAMs was free	0
1448	Who tryin to tag along on senior week June 15th untillllll .	0
1449	Do I really have to go to school ? ~.~	0
1450	\@Benezzie_: So lil Wayne's dying?\ omg...good	0
1451	@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full	1
1452	@USER Shyt filling out apps n Getn at this money wbu	0
1453	@USER well I move in on the 22nd	0
1454	nothing ticks me off more is when my mommaw tries to tell me I can't eat something bc of my diabetes. I lose it when I get told that. \ud83d\ude21\ud83d\udc4a	0
1455	I need professional advice. Wine or Hennessy? The wine would either be Chardonnay or Pinot Grigio, and cheap and from a gas station.	0
1456	@USER @USER The US Open has treated her poorly with the whole controversy over her outfit.  Bottom line is she was treated differently because she is a women of color and this would never happen to a man.  The USTA better soon recognize that she IS women’s tennis and act accordingly!!	0
1457	@USER giiiirl im at work :(	0
1458	@USER yes sir.	0
1459	@USER SO funny! :)	0
1460	@USER Go back to Canada	0
1461	@USER I knowww I need helpp I dont even get it	0
1462	@USER @USER @USER @USER Botox treatments?	0
1463	@USER @USER He is also speaking as the other man in the room.   Remember he kept silent and allowed kids to be sexually assaulted....we will call him the Mark Judge in this case.	0
1464	@USER @USER needs to get over it. It’s been 5 years since he hasn’t played for the birds. Move on already. There is hardly anyone still on the team from when he played with the Birds. He is starting to sound bitter that he doesn’t have a ring	0
1465	have a good day c:	0
1466	At least I can't like smell the gross customers out here though so I'm winning	1
1467	@USER comedy you say? What time does this go down?	0
1468	@USER xD	0
1469	@USER bc I have been living the life this summer	0
1470	EVERYONE HAS TO VOTE RED SO WE DON'T LOSE THE HOUSE IN THE MIDTERMS 🇺🇸 IF WE LOSE THE HOUSE IT'S ALL OVER!!!! THE MAGA MOVEMENT WILL BE FINISHED!!!! MAKE SURE EVERYONE YOU KNOW IS REGISTERED TO VOTE RED!!!! GET OUT AND VOTE RED!!!! MAGA!!!! KAG!!!!   #WALKAWAYFROMDEMOCRATS URL	0
1471	I'm way too hyper.. This is bad.	1
1472	Mondays do a really great job of teaching me patience, the value of self-care, and the never ending benefits of coffee... #monday	0
1473	@USER hope u feel better	0
1474	And I still want Panera	0
1475	@USER *hugs and writes* \Brothers? \	0
1476	@USER joyful noise is on and I think your great in it!	0
1477	Can't wait to just relax on a beautiful spring night with you	0
1478	@USER bowling night. Sorry homie.	0
1479	Dnt forget to text me	0
1480	bu telefonuda \u0131nsan kullan\u0131yor 7/24 aranamaz	0
1481	"@USER @USER Hillary? Why is she on the social studies curriculum? Why? Who is she to be in any curriculum?  She is nothing!  I'm shocked that she was in any curriculum, but I am very happy to see that she is OUT!""  (I am so glad she's nowhere near the @USER"	0
1482	@USER im pretty good at putting 2&amp;2 together. Hell I helped Drake figure out the square root of 69	0
1483	@USER Feliz domingo pasala\nbien un beso\u2600\ud83d\ude18	0
1484	In the morning when I rise give me Jesus!	0
1485	@USER so accurate	0
1486	Jessica dijo que mis ojos est\u00e1n tristes...	0
1487	Pop the melatonin i snooze	0
1488	@USER you were going to leave me in the car this morning..	0
1489	@USER haha yeah I'll be your friend!! \ud83d\ude01	0
1490	They got me thinking I ain't human like I came here from above..	0
1491	@USER whole weekend!! Wish I'd of known you were there :(	0
1492	@USER @USER She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely!	1
1493	Brad Pitt in inglorious bastards &gt;&gt;&gt; ahreeevahderrchiiii	1
1494	A videographer who reported on the violence of Antifa was found dead due to a tragic car accident. Police now believe his death was no accident at all.  Welcome to the tolerant left.  URL	0
1495	HYSTERICAL! #MAGA #KAG #VoteRed #WalkAway URL	0
1496	@USER I guess so! I'm pretty sure you stalk me and that's how you know ;)	0
1497	I think I will make the cutest mint berry crunch ever \ud83c\udf52\ud83c\udf52	0
1498	I don't even understand what propane is dad	0
1499	Today we took the last euro quiz of the year. Wow. Bitter sweet.\nBy far one of the best and most interesting classes!\ud83c\udf89\ud83c\udf0d	0
1500	same bullshit.	1
1501	So this girl in 6th period smelled like pee me and @USER kept trading places but manny sprayed his colon and made I worse ! \ud83d\ude37	1
1502	I need to go steal some trash bags from grandma she got the heavy duty jawns !	0
1503	Now I don't feel so bad... Lol	0
1504	@USER @USER might be giving YOU one	0
1505	I actually look cute right now. So someone should make plans with me	0
1506	I think positively, you can't harm me mentally, not physically, not spiritually. You never get rid of me.	0
1507	@USER good	0
1508	#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives URL	1
1509	@USER Yes ..shit just move with the wind 😂😂😂😂😂😂she just keep blessing us 😩😩😩😩❤️🤷🏼‍♂️🤦‍♀️	1
1510	@USER @USER hahaha #Truth	0
1511	@USER really ??? What \ud83d\ude4a	0
1512	Pretty anxious to hear more about the SFDC acquisition of Exact Target. Exciting news to come in to on a Tuesday morning	0
1513	I think ima have to drive from Waller to Houston... Cause my uncle is getting drunked.	0
1514	Dammit I really need some water but I'm not going down stairs after watching the conjuring \ud83d\ude33\ud83d\ude33	1
1515	@USER aka @USER That's why he's probably gonna win	0
1516	And my suitmate comes in for the rescue #thanksbrah	0
1517	Jake Owen flows	0
1518	@USER All you need to know about the importance of the midterms	0
1519	Feel better daddy! You're the toughest guy I know! \ud83d\udcaa love you!! @USER \ud83d\udc99	0
1520	Why do I feel like such a bother to everyone lol	1
1521	@USER promos?	0
1522	Oh boy, I really need to practice what I preach. Because wow.	0
1523	You weren't planned but I'm going to love you like I planned.	0
1524	@USER neta? How many do you have now?!	0
1525	@USER sometimes I would chat with people while playing Call of Duty but it was usually an annoying 10 year old kid.	0
1526	@USER haha snow day, thats cute	0
1527	#threewordstoliveby suck my dick.	1
1528	If it's my rain then it's my shower	0
1529	I'll give you all of me, even though you don't love me.	0
1530	@USER @USER @USER Listen here lady my tweet was about the fact that I’m sick of hearing about trump every time I listen to news.  Idk where the fuck you get off trying to spin it in to some sort of racial situation!  YOU are part of the problem. Stop turning shit in to something it’s not.	1
1531	#cubs owner threatening to leave wrigley if renovations aren't approved. What an idiot	1
1532	You put the tea in the kettle and light it. Put your hand on the metal and feel it. But do you even feel it anymore?	0
1533	Not the best day, but hopefully my day will be turned around! #Hope	0
1534	@USER Good :) I got off at 4 so I wont see you. But dude, good luck! I hope they hire you :D	0
1535	Instead of sheep I count my coughs and sneezes when I try to go to bed	0
1536	@USER WADDUP	0
1537	My dog is still so drugged up from surgery right now	0
1538	Me and \Kris\ will prosper one day	0
1539	100.3 the bus never disappoints	0
1540	@USER @USER back in the day you'd get raped for wearing something like that	1
1541	@USER me me me me me me !!	0
1542	@USER @USER These liberals have no problem lying.	0
1543	Ouch.	0
1544	@USER I like this. Wings, beer, lax, romantic getaway to the Falls. It's win-win for everyone.	0
1545	A home run for you, and you, and you! #GoBraves	0
1546	@USER yeah.....great	0
1547	@USER yea I'll be home around 6-6:30?	0
1548	#HonestyHour my shoes always have to match my outfit.	0
1549	@USER Have you reported that the killer of Mollie Tibet’s will receive reward money?   Did you report this?	0
1550	This is gonna be one hectic week/weekend!	0
1551	Pissed the hell off I can't get my hair done	1
1552	Shine bright like a white kid	0
1553	@USER @USER @USER The whole milk thing is a lie anyway. Not needed. Does weird things to humans. Save your money for your Labour membership. x	1
1554	I'll pay someone to come do my hair and makeup for HC this is no game	0
1555	@USER hahahahaha my dad is like can you not and I'm like but you have toooo!	0
1556	@USER okay well I'm so lonely that I'm talking to myself so bye	0
1557	I miss my baby bird @USER way too much \ud83d\udc6d\ud83d\udc94\ud83d\udc26	0
1558	Everybody says \Ill always be here\ but who ACTUALLY will be there.	0
1559	@USER @USER 93% NEGATIVE COVERAGE SAYS YOU ARE DELUSIONAL	1
1560	@USER @USER @USER And what does this have to do with a lying attorney and a 35 year old claim? I know it's hard for you liberals to look at two things at once	1
1561	Told me to give up , \ud83d\ude29 , that's ah sign \u270c\ufe0f	0
1562	The only tweets I see about pumpkin spice lattes are tweets making fun of \those girls\ yet i haven't seen a single girl tweet about them?	0
1563	I hate that song	0
1564	@USER More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.	0
1565	The plot is quite relating....	0
1566	No one wear solos tomorrow... @USER doesn't approve!	0
1567	@USER KEELS I MISS YOU	0
1568	@USER your are something else but ok good bye!	0
1569	@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.	0
1570	What a night lol	0
1571	last year when me and tehya did the cinnamon challenge, instead of a small spoonful, she put a mountain of cinnamon on a spoon instead	0
1572	I come home with my hair all wet and my mom tells me \you look like the girl from the ring''._. Well thanks mom, u look pretty to.	0
1573	So does sleeping in	0
1574	@USER @USER Good Arrest them all!  Arrest the crazy NDP leader @USER as well.  She is Having her lil minions take a fall for her! She planned this! Will she be paying their Legal fees? I think not! The immaturity level of this goverment party is disgusting!!!	1
1575	@USER stop\ud83d\ude2d\u2764\ufe0f	0
1576	@USER love you to bestie. :-)	0
1577	Yayy meeting my boss bitch for lunch ;) @USER	1
1578	@USER That sounds good! @USER Just say when and where	0
1579	Got em swinging.	0
1580	@USER disguised anger management	0
1581	David Luiz that was fucking awesome.	1
1582	@USER @USER Hope he is feeling better soon.	0
1583	@USER grace goes to Gettysburg you fuck	1
1584	I'm going to call it now. The Scooby Doo ending. #GoodbyeBreakingBad #meddlingkids	0
1585	Great show #Kellyfile	0
1586	Hints please	0
1587	@USER youre wrong	0
1588	I don't want to settle, but I don't seen any other options..	0
1589	All thss hoes..	1
1590	@USER Beautiful Alex. I hope you are feeling better.  Miss your smiling self in the morning.	0
1591	Hot sunmer nights, mid july when you and i were forever wild.	0
1592	@USER if you evaluated me for 10 days... The percentage would be a multiple of 10	0
1593	@USER yes yes sir. What you doing	0
1594	@USER @USER @USER love youuuu three &lt;33	0
1595	Not sure how I'm expected to pay attention in school today with fgl on my mind	0
1596	Lol	0
1597	On my way to Salt Lake #HomeSweetHome \ud83d\ude0a\ud83d\ude0a	0
1598	@USER thanks girl!!! Couldn't wait sent an email already \ud83d\ude33\ud83d\udc4d can't stress NO MORE \ud83d\ude18\ud83d\ude18\ud83d\ude18	0
1599	@USER And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!	1
1600	@USER @USER You need to do what's best for you. And true friends will understand that.	0
1601	But whatever im just not gunna say anything.	0
1602	@USER thanks for making dinner easy!	0
1603	@USER 🤷🏼‍♀️ that would be silly.	0
1604	@USER A vulgar attempt to reduce sisterhood to genitalia.....	1
1605	Ready for two o'clock to come around so I can get ready and finally see @USER tonight!	0
1606	\Everyday 7th period. I go to the upper e wing bathroom and beat off in the far stall.\- @USER	0
1607	@USER Charged for false charges?  Why not?	0
1608	@USER nf	0
1609	I like the way you do that right thur thurr.	0
1610	@USER Schools should be beautiful places where safety is not threatened and it shouldn’t have to be built like a vault simply because we chose to not consider gun control.	0
1611	@USER @USER @USER @USER We are so proud of @USER and the creativity she has brought to our students! She is truly an asset!	0
1612	@USER @USER Thank you sm!	0
1613	This is how he #MAGA...?!? Please explain... URL	0
1614	@USER oh, your fine.	0
1615	Oh shit me and @USER are singing disney songs to each other on twitter #watchout	1
1616	How am I supposed to do my hw if I can't login into my stupid black board account \ud83d\ude29	1
1617	Now everything is fuck you, fuck this, fuck her. You're gonna burn in hell.	1
1618	@USER okay okay. Lol cuz I feel like I could relate	0
1619	I HAVE YOU so I don't need anyone fucking else I don't need to be more social when all I want and have is you once again trying to be your	1
1620	I feel really bad for the people with screwed up schedules... mines exactly how I want it. \ud83d\udc81	0
1621	Not in Florida anymore /: #bummer	0
1622	@USER its okay. Society says I'm fat because I'm a 10.	0
1623	I think my Miley Cyrus obsession has elevated from disturbing to 4-headed snake scary #ohwell #WeCantStop	1
1624	@USER hahaha turning into Facebook #sad	0
1625	@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....	0
1626	Maa de hatha di da swaad koch hor aa!!#RealTalk	0
1627	@USER you're perfect. \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	0
1628	Lemme chill out	0
1629	Are we for real Cate Foster ?	0
1630	Lets all pitch in to buy oak hill some hotel rooms to stay in so they'll stay overnight.	0
1631	@USER sobrinito, te adoro :*	0
1632	Last day of soccer. Kinley is chatting with the coach and wandering around the field. No desire to actually play.	0
1633	Could you just not be adorable and wonderful so I can carry on with my life? Please and thank you. \ud83d\ude36	0
1634	19 in 10 days!	0
1635	@USER that's just not true. I've beaten you a number of times	0
1636	I can't stop drooling over Justin bieber \ud83d\ude0d	0
1637	#Ravens #hahahahahaha	0
1638	@USER @USER   #thescore Happy Birthday Again!! Lucky Lovely Charm ka ng @USER @USER @USER @USER 💐💐💐👏👏👏👏 You Are Stunning!!🌹🌹🌹❤️❤️❤️ - HipHop ka minsan sa game ha?	0
1639	Today can't get any worse.	0
1640	@USER na na	0
1641	We weren't right for each other.	0
1642	@USER @USER Are conservatives starting to sound like my relatives on Facebook or is it the other way around??	0
1643	Done with classes today! \ud83d\ude01\ud83d\ude01\ud83d\ude01	0
1644	cause baby I would give you the world, in fact I already do.	0
1645	Mightt go outt with her on satt &lt;3 ^.^	0
1646	@USER how disappointing?!\n#CFCLive	0
1647	I would do anything in the world to be able just to punch you in the fucking face	1
1648	@USER American liberals will eat their own young to maintain power. Everyone is a racist a rapist  a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained	1
1649	@USER @USER 11	0
1650	Football in the snow &gt;&gt;&gt;&gt;&gt;&gt;	0
1651	@USER Haha!! I love you Em! See you in the morning :)	0
1652	@USER @USER @USER AGREED!	0
1653	Amo a mi hija con mi alma\u2764\ufe0f	0
1654	"@USER I would've chose the headline Why the left loves Bernier"" Personally I could not be more delighted The most important thing in any election is to prevent conservatives from gaining power Just look at Ontario  for proof"""	0
1655	WHAT ABOUT DEM TIMES I MANNED UP &amp; AINT STAND DOWN/THUGGIN BY MY LONESOME W/NO CLICK AROUND!!!	0
1656	Can Christmas take any longer to get here?! Ugh \ud83c\udf84\ud83d\ude0d	0
1657	@USER I GET GOME TOMORROW LETS RIDE \ud83d\udeb2	0
1658	@USER She doesn't want to go to jail for lying to a Senate Committee. She has had no crime committed on her &amp; is a leftest activist trying to stall his confirmation. A nutty Professor that I believe is a closet ANTIFA member pd by Soros.	1
1659	If he makes this I'm going to bed.	0
1660	Dora is on.. Is it sad that I contemplated watching it? #awkward	0
1661	Anybody wanna do something New Year's Eve?	0
1662	Does anyone have 10 dollars....	0
1663	@USER This has gone on for too long.  IMO Trump wants him to meet with them and he had been trying to help Trump reach a. Peace deal until this blows over and he is able to tell the world that they was lying to everyone in order to trick certain people until they could take them down.	0
1664	Can't believe I didn't do cardio today. Did you?	0
1665	@USER @USER The sort of thing #Antifa and the socialists of @USER would cheer.	0
1666	@USER @USER so and accusation by a libtarded Trump hating liberal activist against a Trump appointee doesnt make u wonder if the accusation was politically motivated in the SLIGHTEST?  No? This is why conservatives think u are all stupid. Because u are.	1
1667	@USER @USER Boom!	0
1668	The only thing I can say right now is why..	0
1669	1 like = 1 uwu for the Troops! Show your American flag and weeabo pride! #MAGA uwu	0
1670	@USER @USER @USER Simon said he hope Garth writes Ketterer a song - knowing his guy needs outside help 2 get the votes - BTW I don't think Garth is going 2 do that  I saw him in a video say as much.  Kettterer &amp; other acts r battling for 2nd Courtney is an unstoppable force - She is a Hurricane!	0
1671	Sweat Pants !?	0
1672	Night guys :)	0
1673	Who needs a relationship when I've got my bed, food, and money \ud83d\udc4c	0
1674	Going to workout before work	0
1675	@USER @USER @USER We could help if you are London based 😊	0
1676	@USER @USER we could go to the movies Friday, then you and Eli stay Saturday?	0
1677	Take Control \u2229__\u2229	0
1678	@USER @USER bout to join you	0
1679	My phone has been on 1% for 10 minutes now. #what	0
1680	We know that hood love is good love.	0
1681	@USER @USER Liberals are the worst sexists.  Not all women speak truth especially political activists.  Try judging the veracity of the allegation by evidence instead of gender.	1
1682	@USER @USER Is he crazy? Where is SS detail.. How are they making sure some crazy liberal with a gun doesn't show up?	1
1683	No	0
1684	Me not being able to drive is getting unbearable.	0
1685	Lmao yelling at my dog in German. Ya kno.. the usual.	0
1686	the fact that justin beibers album is called recovery just bothers me	0
1687	@USER in the fake national emergency that was created by conservatives for their nwo bullshit	1
1688	@USER gooood :)))) I love you	0
1689	hockey.... obvi	0
1690	To be in your children's memories tomorrow, you have to be in their lives today. #ilovemyfamily	0
1691	All my niggaz wild Af	1
1692	On the way to Boggs!! Whoop whoop! \ud83d\ude0a @USER !	0
1693	@USER close your legs.	0
1694	Skiing in soft moguls is so freaking fun	0
1695	Lol this is hilarious	0
1696	Don't expect me to open my eyes before my morning latte #threeshots #Needmorecaffeine	0
1697	Good Christmas circuit in Indiana. Now a few days in PA.	0
1698	Wish I could just sleep...	0
1699	@USER Im.gonna do it though, ya know I have some issues with my brain... It don't work all the time lol	0
1700	I have great advice for everyone.. Except myself	0
1701	I'm so cold	0
1702	@USER what's it have to be on?	0
1703	@USER &amp; @USER seriously need to have Vegas adventure with @USER &amp; @USER &amp; have their own #wolfpack.	0
1704	21 and over with my babe laughing our asses off cause it's much needed \ud83d\udc8b	1
1705	@USER @USER NOW is the time to begin scheduling SUNDAY COLLEGE football games! You can push these America-phobes and police haters right off the ratings cliff!  #NCAAonSundays!!	1
1706	. @USER @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL	0
1707	I hate this town \ud83d\ude02\ud83d\ude02	0
1708	Every time I eat something bad I tell myself that it will be the last time.. \n\nIt's a never ending cycle	0
1709	"@USER @USER Sure , because THEY are being exposed for their filth &amp; constant coverups of ABUSE! Why do a vow of celibacy &amp; purity?"" Maybe, its just a giant sleaze fest at the Vatican &amp; elsewhere. Just Join the priesthood if your a pedo, so you can have permission to abuse?? #TruthJustice"""	1
1710	Oh no ! I don't know what to do	0
1711	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER mine I tell him if you act like antifa I will knock your block...you wanna get bad...i dont care how handicap I will take you down	0
1712	Hate when my apps kick me out &amp; shit!	1
1713	I'm still exremely upset about last nights episode of Army wives #icried #sosad	0
1714	@USER we would've had an even more awesome time!	0
1715	@USER Here's a link to my channel with a plethora of topics to peruse: URL	0
1716	Along with Occupy Wall St and ANTIFA URL	0
1717	You can only pretend like you're ok for so long...	0
1718	@USER @USER @USER I'm sure you are	0
1719	I wonder what people say and think about me when I'm not around...	0
1720	@USER Elvis is still alive and kickin.. Duh.. Maybe it's MooHead?	0
1721	My night was perfect.\ud83d\udc4c	0
1722	foot long fry \ud83d\ude02	0
1723	FUCK EVERYBODY &amp; They MOMA BITCH !!	1
1724	One time he hid my freakin car behind loves! He let me call the cops &amp; everything!!! \ud83d\ude02 #stillkindahateyou	1
1725	@USER what happened?!	0
1726	About how fucken amazing my boyfriend is, I'm so glad to have him in my life	1
1727	@USER @USER @USER @USER We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.	0
1728	"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL"	1
1729	@USER GOOD!	0
1730	Sleeping in your own bed &gt;&gt;&gt; \ud83d\ude0c	0
1731	"@USER The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"" about their mental well being."""	0
1732	When my phone asks me to connect to the schools wifi. \ud83d\ude01\u270b	0
1733	i care about people's feelings, i care so much i keep my mouth shut unless they deserve it \ud83d\ude0a	0
1734	Yeah I'm wearing a pullover today #WishfulThinking	0
1735	@USER Lol im saying like Fa Whet Fa Whet	0
1736	Can't sit around for another day, day before payday so got no dollars, anybody got any sugestions?	0
1737	@USER @USER I hope the NFL folds!	0
1738	@USER @USER Where does Mrs May get her 'cunning plans' from? URL	0
1739	@USER lol thank you :)	0
1740	@USER come get me	0
1741	Plus a real women gone make sure she taken care of... If a women get mad at the 3 date and cuz u didn't pay she aint no real women	0
1742	I'm going to guest star on #Buckwild hahaha	0
1743	@USER You're hardly the only one!	0
1744	I don't like predictable shit	1
1745	#jiyoonfact She is the father of the group.	0
1746	Is it sad that my dogs are my life ? Haha #pitprobs #whocares \ud83d\udc81	0
1747	@USER goodness, text me now lol	0
1748	Wow... he smelled wonderful	0
1749	@USER @USER @USER @USER I think she is trying to repair her image so she will be friendly to everyone. I hope they can all be friends. She needs to respect Fessy and Tyler's boundaries though now that their are dating other people.	0
1750	@USER @USER @USER Of Course they are attacking your book. I am shocked this tweet has not been censored. Keep fighting to #MAGA!	0
1751	@USER ur now my new fave person cuz of ur skit on 'talking white'. Been screamin that shit for yrs m'self	1
1752	IF YOU SEE ME ON THE STREET AND YOU YELL MY NAME TELL ME WHO YOU ARE, DON'T LEAVE ME IN MYSTERY.	0
1753	"@USER @USER Revkin spreading IMPORTANT news.""?????????????? Andy sees himself as an INTELLECTUAL 2. This is what us REAL LIBERALS r STUCK with from public figures. Then the FAUX LIBERALS-like ANDY-wonder why we REAL LIBERALS dont care anymore."""	0
1754	2 more hours \ud83d\ude96 Ready to be home for sure \ud83d\udc4c	0
1755	@USER @USER I'll go to the original argument that people shouldn't blanket everyone together.   Terrorists = all Muslims  Alt-Right = all conservatives  Both of these are equally dumb. Requiring specific groups to denounce their fringes means that the general populace can't differentiate.	1
1756	@USER You are most definitely not a man of God.	0
1757	@USER yes, me and her and karma did the same thing lol.	0
1758	@USER because you're lazy	1
1759	@USER Thank you for proving my point.  You are foulmouthed trash	1
1760	@USER Amputees' limbs have grown back in his presence! I guess he'll do it until they cart him off in a strait jacket.	0
1761	Would rather swim the Atlantic then go to work right now	0
1762	@USER Why are you bothering me	0
1763	I messed up	0
1764	I keep my read receipts on cause some of you bitches don't get the hint	1
1765	If u a rat you shoulda died as a mouse	1
1766	@USER TIRED	0
1767	Nice to see @USER finish the sweep over the Tribe last night! @USER was DEALIN'! And, @USER kept it rollin'! #SaveStreak	0
1768	@USER switch to Verizon! It's the best	0
1769	, omw to Fridays thoo '	0
1770	Only my best friend sends me snap chats of a statistics text book with the caption reading: fuck stats, get laid. @USER	1
1771	@USER dude no ones drive past your house im sitting in my hottub	1
1772	@USER i suppose i should get up now. Lol. I dont wanna tho i have a headache	0
1773	Hacerla re\u00edr para cualquier cosa es una maravilla.	0
1774	525,600 minutes......	0
1775	Oh. My. Gosh. #Dying	0
1776	#100ThingsThatMakeMeHappy new nail polish \ud83d\udc85	0
1777	@USER Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.	1
1778	Hahaha.	0
1779	\ud83d\ude4a\ud83d\ude18\ud83d\ude0d - You cool	0
1780	@USER not sure yet but as long as it drives I'm happy!	0
1781	@USER Oh I know \ud83d\ude0d	0
1782	reci\u00e9n me doy cuenta de que Michael Jackson esta un d\u00eda de cumplea\u00f1os antes que el m\u00edo que honor(?	0
1783	@USER @USER Yeah she is a real blond just like Uncle Donnie	0
1784	@USER saludos vengan aca a Las Vegas para que hagan un programa a la orden mi casa srs	0
1785	@USER @USER People become racists because of all this racism-bullshit !	1
1786	@USER  god I don’t know how Your didn’t punch Carole at the reunion. She is a smug asshole. I know you are dealing with a lot. I hope you are well.	1
1787	There are books that somehow find their way into your life, right when you need them to. For me, Still Life With Woodpecker is exactly that.	0
1788	So stinkin cold in this school \ud83d\ude2b\u2744\ufe0f\u26c4\ufe0f	1
1789	@USER Nevermind, it's Katy Perry's \Roar\	0
1790	@USER @USER 50	0
1791	72 me you and #oomf used to have the FUNNEST phone calls hahaha and you use to always help us out	0
1792	@USER @USER yea ima hangout with my si	0
1793	"...like a great drum in a mother's chest, the anthem of a peaceful army."" I'm guessing Anthem is the song Josh wrote for his mother. He's said in interviews that she is where his philosophy comes from."""	0
1794	@USER i will! i thought u were in WV! #304	0
1795	It could be easy	0
1796	@USER @USER true	0
1797	- Eh Que Tu Sabe Que Uno Eh Serxy xD	0
1798	@USER next time don't fall asleep on me you cheesehead &gt;:p	1
1799	@USER Liberals are kind bad slow at this or they just stalling.	0
1800	Maddie is in love #WithTrevor	0
1801	"@USER You are too pure to become like this, Atsushi-kun.""  He whispered as if he could hear what the child was thinking about. That wasn't so hard.  ""I love you, I have adopted you, I have saved you. You showed me a beautiful light, Atsushi-kun."""""	0
1802	I just really do not like dani beck ok	0
1803	@USER @USER She doesn’t remember her clothes or his clothes or the house or how she got there or what songs they were playing or what exact date. This is nothing but weaponizing me too with false accusations for ulterior motives. But if Fiberals can defend #antifa terrorists this is nothing.	0
1804	@USER awesome!	0
1805	@USER ok	0
1806	Canada or bust \ud83d\udea3	0
1807	@USER Oh SHIT SJSNSN I’ve had work every day since I messaged u so sorry I’ll make it Tuesday!	1
1808	@USER 666 across my forehead! \ud83d\ude1d	0
1809	Chris would be trying to cheer me up (:	0
1810	Actually don't want to take a nap I wanna do something. Nothing to do.	0
